# total [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dens[1]-dens[1]        7:dens[1]-dens[2]        8:dens[2]-dens[2]        9:dens[2]-dens[3]       10:dens[3]-dens[3]       11:T-dens[1]             12:T-dens[2]             13:T-dens[3]          
 1990       2.184438176589e+02       9.548275282834e+00       0.000000000000e+00      -2.111834243245e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1991       2.186966973928e+02       9.481018594294e+00       0.000000000000e+00      -2.115101038406e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1992       2.189503493470e+02       9.413313884110e+00       0.000000000000e+00      -2.117946526263e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1993       2.192045294625e+02       9.345184141755e+00       0.000000000000e+00      -2.120372599026e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1994       2.194589926951e+02       9.276652452155e+00       0.000000000000e+00      -2.122381160344e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1995       2.197134930139e+02       9.207741995810e+00       0.000000000000e+00      -2.123974125323e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1996       2.199677834005e+02       9.138476048917e+00       0.000000000000e+00      -2.125153420539e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1997       2.202216158472e+02       9.068877983488e+00       0.000000000000e+00      -2.125920984055e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1998       2.204747413565e+02       8.998971267471e+00       0.000000000000e+00      -2.126278765438e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1999       2.207269099391e+02       8.928779464875e+00       0.000000000000e+00      -2.126228725773e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2000       2.209778706132e+02       8.858326235885e+00       0.000000000000e+00      -2.125772837682e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2001       2.212273714030e+02       8.787635336986e+00       0.000000000000e+00      -2.124913085335e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2002       2.214751593376e+02       8.716730621084e+00       0.000000000000e+00      -2.123651464472e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2003       2.217209804496e+02       8.645636037624e+00       0.000000000000e+00      -2.121989982415e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2004       2.219645797742e+02       8.574375632717e+00       0.000000000000e+00      -2.119930658083e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2005       2.222057013473e+02       8.502973549252e+00       0.000000000000e+00      -2.117475522012e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2006       2.224440882050e+02       8.431454027024e+00       0.000000000000e+00      -2.114626616369e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2007       2.226794823821e+02       8.359841402851e+00       0.000000000000e+00      -2.111385994966e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2008       2.229116249106e+02       8.288160110699e+00       0.000000000000e+00      -2.107755723278e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2009       2.231402558189e+02       8.216434681796e+00       0.000000000000e+00      -2.103737878460e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2010       2.233651141300e+02       8.144689744760e+00       0.000000000000e+00      -2.099334549361e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2011       2.235859378609e+02       8.072950025714e+00       0.000000000000e+00      -2.094547836539e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2012       2.238024640210e+02       8.001240348410e+00       0.000000000000e+00      -2.089379852281e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2013       2.240144286109e+02       7.929585634350e+00       0.000000000000e+00      -2.083832720615e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2014       2.242215666212e+02       7.858010902906e+00       0.000000000000e+00      -2.077908577327e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2015       2.244236120311e+02       7.786541271440e+00       0.000000000000e+00      -2.071609569977e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2016       2.246202978075e+02       7.715201955425e+00       0.000000000000e+00      -2.064937857919e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2017       2.248113559036e+02       7.644018268567e+00       0.000000000000e+00      -2.057895612308e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2018       2.249965172574e+02       7.573015622927e+00       0.000000000000e+00      -2.050485016124e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2019       2.251755117910e+02       7.502219529036e+00       0.000000000000e+00      -2.042708264186e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2020       2.253480684089e+02       7.431655596024e+00       0.000000000000e+00      -2.034567563164e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2021       2.255139149968e+02       7.361349531733e+00       0.000000000000e+00      -2.026065131602e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2022       2.256727784207e+02       7.291327142844e+00       0.000000000000e+00      -2.017203199926e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2023       2.258243845254e+02       7.221614334994e+00       0.000000000000e+00      -2.007984010467e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2024       2.259684581332e+02       7.152237112898e+00       0.000000000000e+00      -1.998409817473e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2025       2.261047230430e+02       7.083221580470e+00       0.000000000000e+00      -1.988482887124e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2026       2.262329325776e+02       7.014591958873e+00       0.000000000000e+00      -1.978206113435e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2027       2.263529614718e+02       6.946364624776e+00       0.000000000000e+00      -1.967584870775e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
